"2002","2006","2011","2013","2014","2015","2016"
0,0,0,0,11,20,0
0,0,0,0,1,2,0
0,0,0,0,2,0,0
0,0,0,0,0,6,0
0,0,0,0,3,2,0
0,0,0,0,1,0,0
0,0,0,0,1,1,0
0,0,0,0,2,4,0
0,0,0,0,3,8,1
0,0,0,0,1,0,0
0,0,0,1,13,73,7
0,0,0,0,1,4,0
0,0,0,0,1,2,0
0,0,0,1,1,2,0
0,0,0,0,0,2,0
0,0,0,0,6,8,0
0,0,0,1,8,7,0
0,0,0,0,1,2,0
0,0,0,0,0,1,0
0,0,0,0,7,5,0
0,0,0,0,2,10,0
1,0,0,3,38,54,1
0,1,0,0,4,9,0
0,0,0,1,8,21,1
0,0,0,0,1,6,0
0,0,0,0,0,2,0
0,0,0,1,2,6,0
0,0,0,0,2,3,0
0,0,0,0,1,3,0
0,0,0,1,7,6,0
0,0,0,0,9,12,0
0,0,0,0,6,27,2
0,0,0,0,0,2,1
0,0,1,1,3,6,0
0,0,0,0,12,12,3
0,0,0,0,0,1,0
0,0,0,0,1,0,1
0,0,0,1,2,5,0
0,0,0,1,0,1,0
0,0,0,1,1,3,0
0,0,0,0,3,3,0
0,0,0,0,2,5,0
0,0,0,0,2,1,0
0,0,0,0,1,1,1
0,0,0,0,1,1,0
0,0,0,0,2,5,0
0,0,0,0,0,1,0
0,0,0,0,2,0,0
0,0,0,0,1,4,0
0,0,0,0,21,6,1
0,0,0,0,1,0,0
0,0,0,0,4,10,0
1,1,1,13,202,375,19
